category,processed_message
ham,oh shut omg yesterday dream 2 kids boys pissed kids boys even told mark dream changing diapers cause getting owed face
ham,date sunday
ham,stop calling everyone saying might cancer throat hurts talk ca answering everyones calls get one call babysitting monday
ham,hopeing pissed remember gone sisters something
ham,designation software developer may get chennai
ham,alrite
ham,send email mind lt gt times per night
ham,time u wrkin
ham,see thought
ham,okie
ham,damn make tonight want wait til tomorrow
ham,somewhr someone surely made 4 god decided perfect time make u meet dat person till den enjoy ur crushes
ham,really hope work doesnt get stressful gr8 day
spam,sparkling shopping breaks 45 per person call 0121 2025050 visit
ham,hey gorgeous man work mobile number good one babe squishy mwahs
ham,coming friday leave pongal get news work place
ham,want tell bad feel basically times text lately need drugs
ham,ya ok vikky vl c witin lt gt mins il reply u
ham,ha ha popped loo hello
ham,hey time driving fri go evaluation fri
spam,panasonic bluetoothhdset free nokia free motorola free doublemins doubletxt orange contract call mobileupd8 08000839402 call 2optout
ham,friendship game play word say start march ends may tomorrow yesterday today e
spam,important information 4 orange user 0796xxxxxx today ur lucky day 2 find log onto http fantastic prizeawaiting
spam,forwarded 448712404000 please call 08712404000 immediately urgent message waiting
ham,yar lor u noe u used dat route
ham,
ham,minimum walk 3miles day
spam,get lots cash weekend dear welcome weekend got biggest best ever cash give away
spam,500 free text msgs text ok 80488 credit account
ham,dont know oh
ham,thought get watch cos thats kind thing u get4an18th loves much
ham,valentines huh proof fb page ugh glad really watch rupaul show tool
ham,k 2marrow coming class
ham,thx well months
ham,babe goes day miss already love loving kiss hope everything goes well
spam,u secret admirer reveal thinks u r special call opt reply reveal stop per msg recd cust care 07821230901
ham,wait till end march el nino gets oh
ham,ca believe attached seeing every day know best get babe go teach class midnight
ham,tessy pls favor pls convey birthday wishes nimya pls dnt forget today birthday shijas
spam,chosen receive award pls call claim number 09066364311 collect award selected receive valued mobile customer
ham,yo way could pick something tonight
ham,really really broke oh amount small even lt gt
ham,good lets thank god please complete drug lots water beautiful day
ham,nope since ayo travelled forgotten guy
spam,free2day sexy st george day pic jordan txt pic 89080 dont miss every wk saucy celeb 4 pics c 0870241182716
ham,ok ü finishing soon
ham,probably gon na swing wee bit
ham,send yetty number pls
ham,left vague said would inform person accounting delayed rent discuss housing agency renting another place checking online places around usc lt gt
ham,driving training
ham,wishing beautiful day moment revealing even things keep smiling enjoy
ham,oh right make sure loads work day got really nasty cough today dry n shot really help
ham,still game
spam,tkts euro2004 cup final cash collect call 09058099801 b4190604 pobox 7876150ppm
ham,hanging brother family
ham,yup finished c ü
spam,mobile 11 months u r entitled update latest colour mobiles camera free call mobile update co free 08002986030
ham,workin get job
ham,project w frens lor
ham,ya ü taking ure practical lessons start june
ham,prabha soryda realy frm heart sory
spam,wan2 win westlife 4 u m8 currently tour 1 unbreakable 2 untamed 3 unkempt text 3 cost 50p text
spam,free msg ringtone http wml 37819
spam,new tones week include 1 ab 2 sara 3 order follow instructions next message
ham,well done luv ya
ham,xy ur car u picking
ham,sure check yahoo email sent photos yesterday
ham,b late love mum
ham,sorry call later
ham,coming friday leave pongal get news work place
ham,remember
ham,sorry call later
spam,last chance 2 claim ur worth discount yes 85023 offers mobile cs 08717898035 sub 16 remove txt x stop
spam,guaranteed cash prize claim yr prize call customer service representative 08714712412 cost 10p
ham,2mro coming gym machan goodnight
ham,escape theatre going watch kavalan minutes
ham,good evening sir hope nice day wanted bring notice late paying rent past months pay lt gt charge felt would inconsiderate nag something give great cost didnt speak however recession wont able pay charge month hence askin well ahead month end please help thank everything
ham,tell quite long cos finish film yet
ham,jus finish lunch way home lor tot u dun wan 2 stay sch today
spam,babe u want dont u baby im nasty thing 4 filthyguys fancy rude time sexy bitch go slo n hard txt xxx slo 4msgs
ham,good trip watch remember get back must decide easter
spam,4mths half price orange line rental latest camera phones 4 free phone call mobilesdirect free 08000938767 update or2stoptxt cs
ham,wat time u wan 2 meet later
spam,monthly password wap use wap phone pc
ham,opening mca
ham,sorry call later meeting
spam,08714712388 cost 10p
ham,sorry call later
ham,fret buy ovulation test strips send wont get til like march send postal
ham,dear angry busy dear
ham,aight lem know
ham,somewhere beneath pale moon light someone think u dreams come true goodnite amp sweet dreams
ham,aight text back
ham,hope text meets smiling let text give reason smile beautiful day
ham,wow love sooo much know barely stand wonder day goes well love think miss
spam,fantasy football back tv go sky gamestar sky active play dream team scoring starts saturday register sky opt 88088
ham,probably still going stuff
ham,hi birth 8lb 7oz mother baby brilliantly
spam,free message activate 500 free text messages replying message word free terms conditions visit
ham,yo yo yo byatch whassup
ham,yes finished watching days lives love
ham,saturday sunday holiday difficult
ham,haha hope ü hear receipt sound gd luck
ham,dude sux snake got old raiden got buff
ham,oh god taken teeth paining
ham,ofcourse also upload songs
spam,ur awarded city break could win summer shopping spree every wk txt store
ham,yet chikku wat abt u
ham,angry happen dear
ham,ill call u 2mrw ninish address icky american freek wont stop callin 2 bad jen k eh
ham,sry da jst nw came home
ham,dunno dat wat told ok lor
ham,maybe fat fingers press buttons know
spam,new textbuddy chat 2 horny guys ur area 4 25p free 2 receive search postcode txt one name 89693
spam,wan2 win westlife 4 u m8 currently tour 1 unbreakable 2 untamed 3 unkempt text 3 cost 50p text
spam,tried call reply sms video mobile 750 mins unlimited text free camcorder reply call 08000930705 del thurs
ham,reached sch already
ham,home please call
ham,knew time murder exactly
ham,could say dying man feel sad go wanted know would probably gone late night
ham,started dont stop pray good ideas anything see help guys forward link
spam,2nd time tried contact u prize claim call 09053750005 b4 sms 08718725756 140ppm
ham,take exam march 3
ham,nope watching tv home going v bored
ham,fighting world easy u either win lose bt fightng some1 close u dificult u lose u lose u win u still lose
ham,place man
ham,special
ham,dont know ask brother nothing problem thing told
ham,think tantrum finished yeah point
ham,hey u fancy meetin 4 cha hav lil beverage txt ring meet l8r quite tired got 3 love pete x x x
ham,pete phone still jenny college
ham,never blame day ur life good days give u happiness bad days give u experience essential life gods blessings good morning
ham,ha would say read anything way u seemed like 2 judgemental save fridays pub
spam,come takes little time child afraid dark become teenager wants stay night
ham,really quite funny lor wat u shd haf run shorter distance wat
ham,hi roger cl
ham,sorry call later
ham,miss ya need ya want ya love ya
ham,think going finn come
ham,family happiness
ham,little difficult simple way enter place
ham,neshanth tel r u
ham,yeah imma come cause jay wants drugs
ham,sent like
ham,er hello things quite go plan limping slowly home followed aa exhaust hanging
ham,reverse cheating mathematics
ham,yes chatting
ham,hmm well night night
ham,chk ur belovd ms dict
ham,seeing missed call dear brother gr8 day
ham,love start feel need every time around first thing comes would start day end every time every breath life happen around life named would cry give happiness take ready fight anyone love craziest things proove anyone girl beautiful lady whole always singing praises start making chicken curry end makiing beautiful get every morning thank god day would like say lot tell later
ham,know watching film computer
ham,know people hit fuck yes
ham,people see msgs think iam addicted msging wrong bcoz know iam addicted sweet friends bslvyl
spam,u selected stay 1 250 top british hotels nothing holiday valued dial 08712300220 claim national rate call bx526 sw73ss
ham,mystery solved opened email sent another batch sweetie
ham,dude got haircut breezy
ham,time coming later
ham,trying figure suppose see couple different people week said get together set dates
ham,k congratulation
ham,better bb wont use wife doctor
ham,aight ill get fb couple minutes
ham,oops sorry check mind picking tomo half eight station would ok
ham,sent de webadres geting salary slip
ham,gentle princess make sweet gentle love
ham,ü say like dat dun buy ericsson oso oredi lar
ham,probably tomorrow even later tonight something going
ham,hi kate evening hope see tomorrow bit bloody babyjontet txt back u xxx
ham,two fundamentals cool life walk like king walk like dont care whoever king gud nyt
ham,problem u frm wats matter
ham,ü write wat
ham,playin space poker u
ham,happen
ham,gud gud k chikku tke care sleep well gud nyt
ham,go n buy juz buy get lar
spam,private 2003 account statement 07808 xxxxxx shows 800 points call 08719899217 identifier code 41685 expires
ham,dad get back
ham,hi happy birthday hi hi hi hi hi hi hi
ham,tell female v throwing deciding get
ham,é 140 ard é rest ard 180 least é price 4 é 2 bedrm 900
ham,takes away money worries
